ID,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
9581,114,0.926,0,0,1,3,4,0,6,4,,7,0
9582,67,0.855,2,0,2,2,,3,,,0,63,1
9583,144,0.84,0,1,2,3,4,6,4,4,4,107,0
9584,103,0.92,1,1,0,3,5,25,3,0,1,127,0
9585,67,0.855,1,1,2,3,4,5,8,4,2,28,1
9586,75,0.939,1,1,0,4,4,9,3,4,4,192,1
9587,103,0.890107439,1,0,2,3,4,0,,,0,23,1
9588,103,0.92,1,1,1,3,4,9,4,4,2,156,0
9589,114,0.926,1,1,0,4,4,11,3,4,3,41,0
9590,160,0.92,0,0,0,1,,6,,,0,4,0
9591,40,0.776,1,1,0,3,2,25,,,4,29,0
9592,23,0.899,1,1,0,3,4,12,4,4,1,39,0
9593,103,0.92,1,0,2,2,,10,,,1,32,1
9594,21,0.792985151,1,1,2,3,4,3,,,2,16.40991322,1
9595,21,0.624,0,1,0,3,4,2,,,1,65,1
9596,73,0.754,0,1,0,3,4,17,3,4,4,83,1
9597,73,0.754,1,1,2,3,4,5,8,4,1,7,0
9598,73,0.754,1,1,0,3,4,5,,,1,24,1
9599,21,0.624,1,0,2,2,,1,,,0,37,0
9600,103,0.55,1,1,0,3,4,25,,4,1,67.35606376,1
9601,21,0.624,1,1,0,3,4,3,4,4,1,20,0
9602,21,0.733434363,1,1,2,3,4,4,,4,1,44.38233509,1
9603,160,0.900617931,1,0,2,2,,25,,,1,109.4279621,1
9604,103,0.71297145,1,1,0,3,4,7,,5,1,92.11170898,1
9605,103,0.92,0,0,2,3,1,1,,,0,117,0
9606,21,0.624,1,1,2,3,4,6,4,4,1,37,0
9607,11,0.55,1,1,2,3,4,2,,,1,65,1
9608,102,0.804,1,1,0,3,4,25,5,4,1,99,0
9609,27,0.848,1,1,0,3,4,9,3,,1,288,0
9610,21,0.641602928,1,1,0,3,4,7,3,4,5,40.43836018,1
9611,76,0.698,0,1,0,4,4,9,6,3,2,119,1
9612,71,0.884,0,1,0,4,4,8,4,,1,67,0
9613,103,0.840549051,1,1,0,3,4,8,,4,2,96,1
9614,21,0.624,1,1,0,3,4,8,8,4,1,25.93672867,1
9615,21,0.745765366,1,1,0,3,4,4,8,4,1,79.82346336,1
9616,84,0.751356534,1,0,2,3,4,1,,,1,97.13948288,1
9617,21,0.624,1,1,0,3,4,6,3,4,1,33.8619752,1
9618,103,0.92,0,0,0,3,4,9,,,2,52.68347038,1
9619,16,0.91,2,1,0,3,4,15,3,2,1,54,0
9620,102,0.804,0,1,0,4,4,14,4,4,1,78,0
9621,99,0.915,1,1,0,2,,2,,,1,39,0
9622,16,0.91,1,1,0,4,4,12,2,4,2,77,0
9623,165,0.903,1,1,0,3,4,25,4,4,2,89,0
9624,21,0.624,1,1,0,3,4,8,8,4,1,76.51769456,1
9625,21,0.917894601,0,1,0,3,4,10,,,1,16.03556417,1
9626,152,0.698,0,0,,2,,3,,,0,56,0
9627,149,0.689,1,1,2,3,4,10,,,1,90,1
9628,162,0.767,1,1,2,3,4,25,,,4,38,0
9629,90,0.765319595,1,0,2,3,4,25,,,0,23.88367191,1
9630,57,0.866,1,1,0,3,4,9,1,4,1,66,0
9631,21,0.624,0,1,0,3,4,25,,,5,69,1
9632,160,0.772780584,1,1,0,3,4,25,,,2,4.805825376,1
9633,75,0.891631551,0,1,0,3,4,13,,,1,232.6666028,1
9634,91,0.691,0,0,0,3,5,3,,,2,46,0
9635,16,0.91,1,1,0,3,4,17,8,4,5,31,0
9636,103,0.853377766,1,1,0,3,4,5,,4,1,56.70878872,1
9637,103,0.92,1,1,2,3,3,14,1,4,5,23,0
9638,67,0.855,1,1,0,3,4,7,,,3,52,1
9639,21,0.88206626,0,0,2,3,4,3,,,,34.32781164,1
9640,16,0.91,1,1,0,4,4,5,1,2,1,60,0
9641,103,0.92,1,0,2,3,4,9,,,2,56.63650054,1
9642,21,0.624,0,1,0,3,4,4,5,4,2,19,0
9643,21,0.624,0,0,0,4,4,3,,4,0,2,0
9644,103,0.92,2,1,0,4,4,2,1,1,1,4,0
9645,21,0.624,1,1,0,4,4,3,3,4,0,168,1
9646,160,0.92,0,1,0,3,4,16,3,4,1,61,1
9647,65,0.802,1,0,,3,4,6,4,4,5,26,0
9648,103,0.921604682,1,1,0,3,4,25,,,1,81.44169781,1
9649,103,0.92,1,1,2,3,4,7,2,5,1,36,1
9650,67,0.802353508,0,1,0,4,4,3,4,4,2,94.24975958,1
9651,21,0.599075743,1,1,0,3,4,10,4,4,1,38.01514854,1
9652,21,0.624,0,1,0,3,4,3,2,4,1,13.28300924,1
9653,21,0.624,1,1,2,3,4,3,8,4,2,55,1
9654,103,0.890104017,1,0,2,3,4,3,,,0,44.88229928,1
9655,114,0.926,1,1,0,3,4,13,1,4,1,17,0
9656,21,0.624,0,0,,3,4,4,2,4,2,14,1
9657,104,0.924,1,1,0,3,4,25,1,1,2,198,0
9658,90,0.698,1,0,1,4,4,5,8,5,1,328,1
9659,114,0.926,1,1,0,5,4,25,3,4,5,40,0
9660,21,0.646597104,1,1,0,3,4,6,8,4,1,7.760607116,1
9661,11,0.55,1,1,1,3,4,2,3,4,1,42,0
9662,103,0.721298197,0,1,0,3,4,4,,,,88.87517333,1
9663,165,0.903,1,1,0,3,4,9,,,1,133,0
9664,103,0.92,1,0,2,3,4,1,,,1,53,1
9665,162,0.767,0,0,2,3,4,3,4,4,0,4,0
9666,21,0.690027801,1,1,0,3,4,7,4,,1,198.2308335,1
9667,30,0.698,1,1,0,3,4,25,4,4,1,7,0
9668,21,0.822797722,1,1,0,4,4,5,4,4,1,40.61855689,1
9669,21,0.624,1,1,0,3,4,3,,4,1,147,1
9670,91,0.661765757,1,1,0,3,4,10,,,5,49.16593848,1
9671,21,0.624,1,1,0,3,4,7,3,4,1,22.14611713,1
9672,16,0.91,0,1,0,5,4,11,8,4,5,23,0
9673,16,0.91,2,1,0,3,4,11,1,1,1,66,0
9674,61,0.913,1,1,0,2,,2,7,5,2,82,0
9675,21,0.624,0,1,2,4,4,4,,4,1,35.20474437,1
9676,103,0.92,1,1,0,3,4,25,8,4,1,166,0
9677,102,0.804,0,0,0,3,4,7,,,0,33,1
9678,23,0.899,1,1,0,2,,18,,,5,108,0
9679,103,0.92,1,1,0,4,4,3,8,4,1,52,0
9680,103,0.92,1,1,0,4,4,15,8,4,0,6,0
9681,103,0.92,0,1,0,3,4,6,6,4,1,11,0
9682,50,0.896,1,1,0,3,4,14,4,4,5,116,1
9683,103,0.92,1,1,0,3,4,25,,,4,198,0
9684,21,0.685529271,1,0,2,3,4,3,,,1,46.17966352,1
9685,65,0.802,1,1,0,3,4,15,1,4,5,36,0
9686,64,0.666,1,1,0,3,4,25,4,4,5,112,0
9687,90,0.698,1,1,,3,4,12,3,,4,97,1
9688,73,0.754,1,0,1,2,,4,,,2,66,0
9689,114,0.926,1,1,0,4,4,25,4,4,5,72,0
9690,16,0.628968942,0,0,0,3,4,2,,,0,14.32081907,1
9691,103,0.92,0,0,0,4,4,1,,,0,81,1
9692,37,0.794,0,0,0,3,4,9,7,4,1,160,0
9693,102,0.804,1,0,0,3,4,3,4,4,1,76,0
9694,73,0.754,1,1,0,3,4,13,4,4,3,47,1
9695,114,0.926,1,0,2,3,3,1,2,2,1,86,0
9696,104,0.924,1,1,0,3,4,12,,,1,114,0
9697,21,0.624,1,1,2,3,4,3,8,4,1,106,0
9698,103,0.92,0,0,2,3,4,11,,,1,43,1
9699,114,0.926,0,1,0,2,,9,,,1,42,0
9700,103,0.92,1,0,2,3,4,2,,,0,42,1
9701,74,0.579,0,1,0,3,4,7,4,5,3,10,0
9702,21,0.624,1,0,0,3,4,3,1,3,1,72,1
9703,103,0.92,1,1,0,3,4,25,6,4,4,8,0
9704,104,0.924,1,1,0,3,4,5,4,4,1,126,0
9705,21,0.624,1,1,0,3,4,4,4,4,2,94,1
9706,116,0.743,1,1,0,3,4,12,4,4,1,6,0
9707,98,0.949,1,1,0,2,,20,,,0,149,0
9708,67,0.855,2,0,0,4,4,3,,,2,124,1
9709,21,0.624,1,1,0,3,4,2,3,1,1,9,0
9710,103,0.831980116,0,0,0,3,4,25,,,0,24.54068779,1
9711,103,0.92,1,1,0,3,1,5,6,4,2,18,0
9712,21,0.899692502,1,1,0,3,4,10,,4,0,26.72505684,1
9713,73,0.754,1,0,2,4,4,14,,,5,10,1
9714,103,0.92,1,0,2,3,4,12,8,5,5,128,0
9715,136,0.897,1,0,1,,,2,8,4,1,26,0
9716,21,0.624,1,0,2,4,4,8,,,5,20,1
9717,103,0.604924548,1,1,2,3,4,3,,,1,270.5006489,1
9718,67,0.855,0,0,0,2,,4,,,0,22,0
9719,76,0.698,1,0,,,,0,,,0,41,0
9720,103,0.92,1,1,0,3,3,6,,,5,88,0
9721,73,0.754,1,1,0,3,4,10,,,0,23,1
9722,114,0.926,1,1,0,4,4,10,3,4,1,47,0
9723,103,0.92,0,1,0,3,4,7,,4,1,15.41630964,1
9724,103,0.92,2,1,0,3,4,20,,,5,20,1
9725,100,0.887,1,1,0,4,0,25,,,3,42,0
9726,103,0.92,1,1,0,3,4,10,,,1,126,0
9727,160,0.92,1,1,0,3,4,9,4,4,3,43,0
9728,21,0.624,1,1,0,3,5,3,,,1,13,1
9729,90,0.624,1,1,0,3,4,7,,,1,27.67894683,1
9730,21,0.624,1,1,0,3,3,6,1,4,2,15,1
9731,21,0.624,0,1,0,3,4,6,6,4,2,96,1
9732,21,0.624,1,1,0,3,4,17,3,4,1,92,0
9733,21,0.624,1,1,0,3,4,3,4,4,1,78,0
9734,103,0.92,0,1,0,3,4,11,,4,3,3,0
9735,2,0.788,1,1,0,3,4,5,2,4,2,222,0
9736,103,0.92,1,1,0,3,4,10,4,3,1,21,0
9737,104,0.924,1,1,0,2,,25,6,4,1,44,0
9738,103,0.92,1,1,0,3,4,13,4,4,5,140,0
9739,10,0.895,1,0,0,2,,5,3,3,2,62,0
9740,21,0.624,1,1,0,3,4,10,4,4,1,13,1
9741,21,0.762145907,1,0,2,3,4,3,,,1,12.02918145,1
9742,103,0.92,1,1,1,3,4,7,8,5,2,30,0
9743,16,0.91,1,1,0,3,4,25,6,4,5,68,1
9744,160,0.92,1,1,0,3,4,25,,,1,88,1
9745,105,0.794,1,1,0,4,4,7,4,2,1,68,0
9746,103,0.92,1,1,0,3,4,9,4,4,1,167,0
9747,103,0.92,1,0,0,2,,4,,4,0,32,0
9748,73,0.754,1,1,2,4,4,9,,,2,29,0
9749,136,0.897,1,1,0,4,4,6,,4,1,35,0
9750,74,0.579,1,0,0,3,5,6,4,4,2,5,0
9751,21,0.624,1,1,0,3,4,7,,,1,26,1
9752,103,0.92,1,1,0,3,4,25,,4,1,46,0
9753,46,0.762,1,1,2,3,4,4,7,4,1,62,0
9754,16,0.91,0,1,0,3,4,25,3,4,5,78,0
9755,75,0.939,1,1,0,4,3,25,,,1,25,1
9756,21,0.65591469,0,1,0,3,4,3,4,4,1,74.11374324,1
9757,21,0.624,0,1,0,3,4,8,2,4,2,84,1
9758,103,0.92,1,1,0,3,4,10,8,4,4,165,0
9759,103,0.811415403,1,0,0,3,4,3,,,1,44.22799519,1
9760,67,0.855,1,1,0,3,4,10,3,2,5,79,0
9761,21,0.92,1,1,0,3,4,10,,4,0,25.06096084,1
9762,21,0.624,0,1,0,3,4,8,3,4,1,11.30883819,1
9763,21,0.643008934,1,1,0,3,4,8,2,4,1,8.421928149,1
9764,21,0.844568899,1,1,0,3,4,7,4,4,1,57.63887351,1
9765,103,0.909812973,1,1,0,3,4,25,,4,1,71.37857193,1
9766,21,0.624,0,1,0,3,4,2,1,1,,4,0
9767,21,0.624,0,1,0,4,4,10,4,4,5,69,1
9768,90,0.852579303,1,0,0,3,4,1,,,1,17,1
9769,21,0.923135601,1,1,0,4,4,15,,,1,41.44419446,1
9770,21,0.624,1,1,0,3,4,25,3,4,1,46.23050824,1
9771,21,0.624,1,1,0,3,4,9,3,4,1,50,1
9772,21,0.624,1,1,0,3,4,25,,4,5,14.90471562,1
9773,36,0.893,1,0,2,2,,2,4,4,1,30,0
9774,123,0.738,1,1,0,4,4,13,6,5,5,66,1
9775,114,0.926,1,1,0,4,4,25,4,3,5,22,0
9776,16,0.91,1,1,0,3,4,25,6,5,5,23,0
9777,150,0.698,0,0,2,2,,4,,,2,54,0
9778,175,0.776,1,1,0,3,2,6,2,4,5,14,0
9779,103,0.92,1,1,0,3,4,3,4,2,1,226,0
9780,21,0.798707712,1,1,0,3,4,7,7,4,1,17.77661048,1
9781,103,0.92,1,1,2,4,4,10,5,5,1,40,1
9782,103,0.758289199,1,1,0,3,4,0,,,1,16.34956821,1
9783,73,0.754,1,0,0,1,,10,,,0,15,0
9784,71,0.70519616,1,0,2,3,4,10,,,1,28.55129721,1
9785,21,0.624,1,1,2,3,4,4,,,0,32,0
9786,104,0.924,1,1,0,3,4,25,6,4,5,95,0
9787,21,0.913930036,1,1,0,3,4,4,,,1,48.49785075,1
9788,16,0.920200505,1,1,2,3,4,10,,,1,25.43190272,1
9789,21,0.624,1,0,2,2,,4,,,0,56.64502425,1
9790,103,0.92,1,1,0,3,4,18,4,4,1,6,0
9791,16,0.91,1,1,0,3,4,15,4,4,3,125,0
9792,16,0.91,1,1,0,4,4,16,2,4,4,102,0
9793,160,0.92,1,1,0,3,4,5,2,4,1,38,0
9794,103,0.677989493,1,0,0,3,4,1,,,2,31.17603064,1
9795,21,0.844493872,1,1,0,3,4,3,,4,1,169.4191519,1
9796,21,0.681206635,1,1,0,3,4,25,3,4,1,46.90774945,1
9797,103,0.92,1,1,0,3,4,25,6,4,5,109,0
9798,28,0.939,1,0,0,3,4,2,8,4,1,40,0
9799,103,0.899133535,1,1,0,3,4,25,,,1,106.2606371,1
9800,21,0.624,0,1,0,3,4,4,,,1,35.0260763,1
9801,74,0.624,1,1,2,3,4,3,,,1,12.27169744,1
9802,45,0.769160784,0,1,0,3,4,25,,,,66.73145854,1
9803,40,0.776,0,1,2,4,4,15,4,2,2,39,0
9804,71,0.884,1,1,0,4,4,15,4,2,5,16,0
9805,97,0.925,1,1,0,3,4,25,1,4,5,161,0
9806,136,0.897,1,1,0,3,4,7,1,4,3,27,0
9807,103,0.91973627,1,1,0,3,4,25,,4,5,40.63295209,1
9808,21,0.624,0,1,2,4,4,4,3,4,0,42,0
9809,90,0.92,1,1,0,3,4,12,,,1,15.87185905,1
9810,103,0.92,1,1,0,3,4,9,,,3,52,1
9811,103,0.813723474,1,1,0,3,4,11,,,1,141.0379463,1
9812,136,0.897,1,1,0,4,4,6,,,1,18,0
9813,91,0.640557225,1,1,0,4,4,11,,,1,53.62295775,1
9814,21,0.624,1,0,2,2,,4,1,2,0,109,0
9815,103,0.92,1,1,2,3,4,16,2,4,1,46,1
9816,103,0.92,1,1,0,3,4,25,,,2,92.97526878,1
9817,73,0.897606824,1,1,0,3,4,10,,,1,38.07619469,1
9818,103,0.92,1,1,0,3,4,13,4,4,4,83,0
9819,21,0.932998008,1,1,0,3,4,3,,4,1,46.36621984,1
9820,103,0.92,0,1,1,4,4,25,8,4,5,33,0
9821,28,0.939,1,1,0,4,4,7,1,1,1,21,0
9822,103,0.92,1,1,1,3,4,11,6,3,1,160,0
9823,21,0.782749591,0,1,0,3,4,5,3,4,1,43.37978097,1
9824,21,0.624,1,1,0,3,4,3,3,2,2,58,1
9825,21,0.624,1,0,0,4,4,14,2,4,0,112,1
9826,21,0.624,1,1,0,3,4,9,4,4,3,68.28024789,1
9827,21,0.636989282,1,1,0,3,4,4,,,1,157.4361982,1
9828,24,0.902960691,0,0,2,3,4,4,,,0,85.06094736,1
9829,114,0.926,0,0,0,3,4,25,8,,5,62,0
9830,103,0.92,1,1,0,4,4,25,6,0,5,161,0
9831,16,0.91,1,1,0,4,4,14,,,1,9,0
9832,114,0.926,1,1,0,2,,20,6,4,5,90,0
9833,21,0.77266427,0,1,0,3,4,8,,,1,56.33319237,1
9834,11,0.55,0,1,0,3,4,6,3,4,3,32,1
9835,103,0.91840479,1,1,0,3,4,2,,,1,15.76670594,1
9836,103,0.92,0,1,0,4,4,15,2,4,1,82,0
9837,115,0.789,1,0,,3,4,5,,,2,214,0
9838,21,0.624,1,1,2,3,4,4,,4,1,55.87517423,1
9839,67,0.855,0,1,0,3,4,9,2,4,1,44,1
9840,16,0.91,1,1,0,3,4,25,8,5,1,41,0
9841,104,0.924,0,1,0,4,5,0,4,5,1,40,0
9842,103,0.922483096,1,1,0,3,4,25,2,4,5,56.96293202,1
9843,21,0.692883869,1,0,0,3,4,9,,,5,233.945774,1
9844,40,0.776,0,0,0,,,2,,,0,47,0
9845,103,0.794460981,1,1,0,3,4,25,,4,2,62.99008883,1
9846,103,0.92,1,1,0,3,4,14,6,4,5,66,0
9847,57,0.858980184,0,1,0,3,4,3,,,1,17.15798115,1
9848,114,0.926,1,1,0,3,4,5,8,,1,50,0
9849,21,0.624,1,1,0,3,4,4,3,4,1,45.67990099,1
9850,160,0.92,1,0,2,3,4,2,,,1,19,1
9851,103,0.92,1,1,0,3,4,25,,,5,26,1
9852,28,0.939,1,1,0,3,4,11,2,4,5,84,0
9853,36,0.893,1,1,0,2,,5,3,4,0,102,0
9854,158,0.766,1,1,0,3,4,5,4,4,5,19,1
9855,71,0.92,1,1,0,3,4,4,,,1,51.02576577,1
9856,21,0.684483591,1,1,0,3,4,11,8,4,1,48.82654173,1
9857,103,0.92,2,1,0,3,4,6,3,0,1,148,0
9858,21,0.624,1,1,0,3,4,8,4,4,1,112,1
9859,21,0.624,0,1,2,3,4,3,1,5,1,43,1
9860,103,0.92,1,0,2,3,4,2,,,1,32,0
9861,136,0.897,0,1,2,3,4,,2,3,,26,1
9862,83,0.717953945,0,1,0,3,4,1,,,,102.369499,1
9863,16,0.91,1,1,0,3,4,25,,,5,7,0
9864,83,0.724184601,1,0,2,2,,25,,,1,56.74664608,1
9865,100,0.887,1,1,0,3,4,16,,,5,25,1
9866,103,0.92,1,1,0,3,4,6,8,4,1,35,0
9867,50,0.896,1,1,0,4,3,25,2,4,5,168,0
9868,36,0.893,0,1,2,4,4,25,6,,5,50,0
9869,84,0.698,1,1,2,3,4,6,,,1,23.7261897,1
9870,71,0.884,1,1,0,3,4,6,2,4,4,14,0
9871,114,0.624,1,1,0,3,4,6,3,4,1,38.20052126,1
9872,99,0.915,1,1,0,3,4,6,1,4,2,188,1
9873,103,0.752170446,1,0,0,3,4,25,,,5,165.0782632,1
9874,103,0.92,1,1,0,3,4,25,,,1,50,0
9875,103,0.92,1,1,0,3,4,10,5,4,4,29,0
9876,21,0.718825872,1,1,0,3,4,2,,4,2,249.6850375,1
9877,46,0.762,1,1,0,4,4,4,8,4,1,12,0
9878,73,0.754,0,0,0,3,4,19,5,4,5,41,0
9879,21,0.624,1,1,1,3,4,2,4,4,1,220,1
9880,103,0.92,1,1,0,3,4,9,3,4,2,43,0
9881,81,0.73,1,1,0,3,4,11,4,5,5,21,0
9882,21,0.573764697,0,1,0,3,4,3,,,1,74.04445185,1
9883,103,0.92,0,0,2,3,4,4,8,4,1,22,0
9884,103,0.827962084,1,1,0,3,4,7,3,4,1,15.96003594,1
9885,103,0.92,1,1,0,3,4,10,,,2,107,1
9886,103,0.92,1,1,0,3,4,25,,,1,4,0
9887,50,0.896,1,1,0,4,4,15,7,4,5,43,0
9888,103,0.915735353,1,1,0,3,4,25,,,1,7.014746758,1
9889,103,0.92,1,1,0,3,4,8,3,4,1,10,0
9890,21,0.624,0,0,2,3,4,0,,,0,80,0
9891,103,0.769706105,0,0,0,3,4,8,,,2,43.24307927,1
9892,103,0.92,1,0,2,3,3,3,8,4,2,41,0
9893,23,0.899,1,1,0,3,4,5,2,2,1,19,0
9894,16,0.91,1,1,0,5,4,25,4,2,4,44,0
9895,160,0.92,1,1,0,3,4,11,,,2,53.51742461,1
9896,73,0.75231835,1,0,2,3,4,15,,,0,164.4224045,1
9897,160,0.92,1,1,0,3,4,9,8,4,1,36,0
9898,160,0.92,2,1,0,3,4,3,5,4,2,292,0
9899,21,0.624,0,0,0,3,4,2,,,0,41.75620286,1
9900,160,0.92,0,0,0,2,,1,,,,78,0
9901,16,0.838271524,1,1,2,3,4,9,,,5,142.3661851,1
9902,160,0.750420288,1,1,0,3,4,6,2,4,1,30.49143223,1
9903,21,0.624,1,1,0,3,4,2,2,4,1,101,1
9904,101,0.558,1,1,0,3,4,5,4,4,1,248,0
9905,103,0.92,1,1,0,3,4,25,6,4,4,6,0
9906,103,0.92,1,0,2,3,4,9,,,1,41.21553489,1
9907,83,0.780429177,0,0,2,3,4,4,2,,1,33.40521226,1
9908,103,0.881811095,0,1,2,3,4,16,,,2,139.1604576,1
9909,21,0.867770422,1,1,0,3,4,1,3,4,1,103.5880887,1
9910,21,0.624,0,1,2,4,4,15,8,,2,96,1
9911,23,0.899,1,1,0,3,4,11,1,2,2,10,0
9912,21,0.624,1,0,0,3,4,4,,,0,129,1
9913,160,0.92,0,1,0,3,4,14,1,4,,90,0
9914,21,0.920130284,1,1,0,3,4,12,,,5,15.65142241,1
9915,21,0.651333668,1,1,0,3,4,7,,,1,283.1174246,1
9916,103,0.57211567,1,0,2,3,4,25,,,2,102.6797559,1
9917,101,0.558,1,1,0,3,4,9,1,4,2,96,1
9918,21,0.624,0,0,2,3,4,0,,,0,50,1
9919,67,0.855,0,0,0,4,3,19,6,4,2,15,0
9920,103,0.92,1,0,2,3,4,6,8,5,5,56,1
9921,103,0.92,1,1,0,3,4,25,,,1,33.59249025,1
9922,41,0.607678634,0,0,2,3,4,4,,,0,78.40263237,1
9923,21,0.697445195,1,1,0,3,4,8,5,4,1,30.44719596,1
9924,21,0.624,1,1,0,4,4,6,8,5,2,42,1
9925,160,0.92,2,1,0,3,4,17,8,4,5,14,0
9926,103,0.670932188,0,0,0,3,4,6,,,2,157.2540484,1
9927,103,0.92,1,1,0,3,4,25,4,4,1,36,0
9928,160,0.92,1,1,0,3,4,11,3,4,1,100,0
9929,103,0.92,1,1,2,2,,9,,,1,156,1
9930,21,0.64192279,1,0,2,2,,7,,,0,42.7265996,1
9931,21,0.709578928,1,1,0,3,4,6,,4,1,166.9594519,1
9932,97,0.925,1,0,2,3,4,12,,,2,20,0
9933,103,0.696507056,1,1,0,3,4,25,,4,5,46.8559183,1
9934,159,0.843,1,0,2,4,4,15,,4,0,12,0
9935,103,0.624,1,1,0,3,,25,4,4,5,38.010391,1
9936,21,0.624,1,1,0,3,5,1,1,4,0,19,1
9937,103,0.92,0,1,0,3,4,15,6,3,2,11,0
9938,41,0.827,2,0,0,3,4,18,,,5,12,0
9939,103,0.925456796,1,1,0,3,4,9,4,4,5,14.63786432,1
9940,103,0.783635946,2,1,0,3,4,18,,,1,21.20021083,1
9941,71,0.884,1,1,0,4,4,16,3,4,2,26,1
9942,103,0.92,1,1,0,3,4,25,,,1,37.26673859,1
9943,67,0.855,1,0,0,2,,3,,,0,46,0
9944,21,0.624,1,1,0,4,3,15,,,5,76,0
9945,21,0.622422423,0,1,0,4,4,25,,4,1,40.67520471,1
9946,97,0.925,1,0,2,3,4,3,4,,0,21,0
9947,103,0.92,1,1,0,3,4,6,7,3,2,246,0
9948,21,0.529609012,0,0,2,3,4,6,,,0,179.8289982,1
9949,90,0.698,0,0,0,2,,2,,,0,76,0
9950,16,0.91,0,1,0,4,4,25,8,4,2,43,0
9951,114,0.926,1,0,1,3,4,7,4,4,1,324,1
9952,21,0.624,2,1,2,3,4,19,,,1,28,1
9953,103,0.92,1,1,0,3,4,25,7,4,4,68,0
9954,21,0.600696986,1,1,2,3,4,25,8,4,3,93.88154415,1
9955,20,0.796,1,1,1,3,4,8,3,4,1,234,0
9956,90,0.698,1,0,2,2,,2,1,1,0,43,0
9957,103,0.68340864,1,1,2,3,4,12,,,5,33.25212472,1
9958,103,0.92,1,1,0,3,3,25,8,4,5,28,0
9959,103,0.799798453,1,0,0,3,4,3,,4,1,43.7241057,1
9960,165,0.903,0,0,0,3,4,3,,,2,113,0
9961,21,0.849877692,1,1,0,3,4,4,8,4,1,108.0135752,1
9962,114,0.926,1,1,0,3,4,14,2,4,4,22,1
9963,114,0.926,1,0,2,2,,1,,,0,65,0
9964,103,0.92,1,0,0,3,2,15,6,4,5,51,1
9965,40,0.776,2,0,0,4,4,1,2,4,0,19,1
9966,67,0.855,0,1,2,3,4,4,2,1,3,81,0
9967,136,0.897,1,1,0,4,4,5,8,,1,67,0
9968,21,0.843396725,1,0,0,3,4,1,,,1,36.04771851,1
9969,89,0.895423098,1,1,0,3,4,1,,,1,153.3366699,1
9970,21,0.624,0,1,2,3,4,4,3,4,1,105,0
9971,98,0.92,1,1,0,3,4,1,,,1,53.43209114,1
9972,21,0.624,1,0,0,3,4,0,,4,0,106,0
9973,103,0.92,1,0,0,3,4,25,,,5,165,1
9974,100,0.887,0,1,0,3,4,10,7,,,23,0
9975,21,0.624,1,0,2,3,4,2,,,,18.28083907,1
9976,61,0.913,1,0,2,4,4,4,,,1,23,1
9977,21,0.711598647,0,1,0,4,4,7,,,1,25.04301448,1
9978,21,0.67707601,1,1,0,4,4,25,,4,0,64.79347422,1
9979,103,0.92,1,1,0,3,4,2,3,,2,5,0
9980,21,0.624,0,0,0,3,4,0,1,,1,104,1
9981,104,0.924,1,1,0,5,4,12,1,2,1,51,0
9982,160,0.92,1,1,0,3,4,4,,,1,26.85877059,1
9983,67,0.855,1,0,0,4,4,25,4,4,2,234,0
9984,100,0.887,1,1,0,3,4,15,1,4,1,11,0
9985,103,0.92,0,0,0,3,4,5,,,0,70.82635214,1
9986,114,0.926,1,0,2,2,,13,,,0,32,0
9987,21,0.624,0,0,0,3,4,0,,,1,13.19883185,1
9988,103,0.869430337,1,1,0,3,4,25,,,1,54.58313086,1
9989,19,0.636803898,1,1,0,3,4,25,,,1,32.53268366,1
9990,103,0.92,1,1,0,3,1,25,,,5,84,0
9991,160,0.831457642,1,1,0,3,4,9,,,1,94.71486931,1
9992,71,0.884,1,0,2,3,4,5,,,1,8,1
9993,21,0.624,1,0,2,2,,3,,,0,7,1
9994,103,0.92,0,0,0,3,4,16,4,4,1,23,0
9995,114,0.926,0,0,0,2,,5,,,1,22,1
9996,103,0.754937978,1,1,0,3,4,9,,,1,145.7435226,1
9997,21,0.845982633,1,1,0,2,4,6,,,1,18.11918473,1
9998,100,0.887,1,1,0,3,4,10,4,4,0,102,0
9999,103,0.92,1,1,0,3,2,25,,,1,17.18705144,1
10000,21,0.923732044,1,0,2,3,4,2,,,0,78.02527487,1
10001,103,0.92,1,1,0,3,4,25,,,1,53.07535892,1
10002,16,0.91,1,1,0,3,4,25,,5,1,50,0
10003,103,0.844381113,2,1,0,3,4,1,,,1,36.79211264,1
10004,114,0.926,0,1,0,3,4,11,6,0,2,26,0
10005,21,0.624,1,0,2,3,4,4,,,1,42.54496989,1
10006,1,0.847,1,0,2,3,4,2,,,0,7,1
10007,67,0.855,0,0,0,2,,4,,,0,28,0
10008,21,0.624,1,0,2,2,,0,,,0,332,0
10009,23,0.899,2,1,0,4,4,15,4,,4,76,0
10010,19,0.682,1,0,0,4,4,25,4,4,5,47,0
10011,103,0.793002701,1,1,0,3,4,5,,,1,154.739689,1
10012,23,0.899,1,0,1,3,4,5,8,4,3,5,0
10013,21,0.871691534,0,1,0,3,4,4,8,4,1,50.24171779,1
10014,90,0.698,0,1,0,,,,,,5,118,1
10015,103,0.857076141,1,1,0,3,4,9,,,1,42.90826922,1
10016,103,0.920198358,2,0,0,3,4,25,,,1,34.24794757,1
10017,103,0.92,2,1,0,5,4,25,4,2,1,61,0
10018,21,0.920266034,0,1,2,3,4,6,2,,,12.98861488,1
